,المصنع الحديث للسخانات, 0114486898, 0114469756, m.aldosary@aljazierah.com
3352,Tareq Factory for External Suction and Ceilings (Tafsco), 0126380947, 026380947, enquiry@tafasco.com
3355,Saudi East Energy Factory, 0138086712, 0138914566, mohammedalraqqah@hotmail.com
3356,TAMI QALWAN AL - NGRANI PLANT FOR POLYMERS , 0138160868, 0138125484, fuad.saleh@jotun.com
3357,East Road Plastic Factory, 0114489200, 0114488333, fahad.gm@alsharqroad.com
3358,Talal Mayouf Al Harbi Plastic & Sponge Factory, 0126052161, 0126052161, mof.jed@gmail.com
3359,Factory for processing surface metals , 0138344255, 0138220006, accountsppsa@permapipe.com
3360,Talfah Ateeq Al Shulaikhi Metal Works Factory, 0138228112, 0138211276, alshelikhicomplex@gmail.com
3361,Aljazeera ambitions factory for steel and metal industries, 0138413334, 0138466180, mgmidmm@gmail.com
3363,Tana Factory For Wooden Furniture & Kitchens, 0114786084, 0114980139, tannah@tannah.com
3364,Taiba Gulf Steel Factory, 0114980011, 0114980022, info@taybahsteel.com
3367,TIBA FACTORY FOR Rugs, 0148415321, 048415321, teiba-carpet@hotmail.com
3368,Adel Omar El Gedaie Factory For Polystyrene Products, 0165320184, 065320184, aaaa8085@hotmail.com
3369,WORLD SERVICES FACTORY FOR IRON FORMING, 0114488555, 0114465914, alkaboiler@alkaboiler.com
3370,Al - Montazah Food Industries Factory, 0138380001, 0138380759, ashraf21973@yahoo.com
3371,World Star Factory For Plastic Industries, 0138128663, 0138128665, almureeh@national-solar.net
3372,Amer Abdul Wahab Metal Forming Factory, 0126082086, 026082086, ametalaser@hotmail.com
3373,Abdul Aziz Al Qadir Furniture Factory , 0135340471, 035340471, ahfc.office@alabdulkader.com
3374,Abdul Aziz Mohammed Al - Alait Air Conditioning Plant, 0165664700, 065664700, a.olayt@yahoo.com
3375,Abdul Khaleq Saeed Perfumes and Cosmetics Factory, 0126375286, 026375286, naief_afeef@yahoo.com
3376,Abdulrahman Abdullah Al Hammad Plastic Factory, 0163259696, 063259696, basem201@hotmail.com
3377,Abdul Rahman Mohammed Al - Aseel Factory for Chemical and Petrochemical Products , 0135363065, 035363065, usailams@hotmail.co.uk
3378,Abdul Rahman Mohammed Al Aqeel Metal & Wood Products Factory, 0135302110, 035302110, alageel@alageelgroup.com
3379,Abdul Aziz Al - Awwad Wood Wood Factory , 0165322540, 065322540, ibrahimdecor@yahoo.com
3380,Abdul Aziz Saeed Al Shahrani Automatic Doors Factory, 0172381166, 072381166, alfathdoor@yahoo.com
3381,Abdul Aziz Al Rajhi Metal Works Factory , 0138826066, 0138825939, alrajhisteel@nesma.net.sa
3383,Abdul Karim Abdullah Al - Adwani Factory for Syringes, 0125222844, 025222844, adwanikareem@yahoo.com
3384,Abdulkarim Nahar Al Rumman Cement Concrete Factory, 0144271530, 044271530, fasil-212@hotmail.com
3385,Abdulla Hashem Factory for Equipment and Gas, 0138471517, 0138471764, salami@er.ahg.com.sa
3386,Abdul Latif Hamoud Al Shammari Foodstuff Factory, 0165351550, 065351550, ahfa1@hotmail.com
3387,Abdullah Ibrahim Al Nafea Garments Factory, 0138940008, 0138940948, alnafea1@hotmail.com
3388,Abdullah Adib Khashoggi Plastic Products Factory, 0148352201, 048352201, a_kashukj@hotmail.com
3389,Abdullah Al Shahrani Factory for Earthing Boxes, 0112653414, 0112653477, ahmaedsamidiab@yahoo.com
3390,Abdullah Dakhil Allah Al Saeed Factory For Stone & Marble, 0114951991, 0114956220, alsaeed.factory@hotmail.com
3391,Abdullah Rakhi Al - Shammari Foodstuff Factory, 0126085015, 026085015, abdullah-rakhi1@hotmail.com
3392,Abdullah Zine El Abidine Berry Factory For Cement Products, 0112483383, 0112483383, abdullah-zain@live.com
3393,Abdullah Salem Al Obeid Allah Factory For Laundry Equipment , 0135365080, 035365080, mashal9992010@hotmail.com
3394,Abdullah Saeed Al Samli Factory For Plastic Bags, 0126080915, 026080915, alsumaly_bags@hotmail.com
3395,Abdullah A. Al Amer Wood Products Factory, 0172381199, 0172380329, alamer_abdullah@hotmail.com
3396,Abdullah Abdul Mohsen Al - Tuwaijri Refrigerator Manufacturing Factory, 0112650280, 0112650347, emad_abusaadah@yahoo.com
3399,Abdullah Ali Al Saif Cement Products Factory, 0138221264, 0138221589, binsaif@binsaif.sa
3401,Abdullah Mohammed Al Saadi Factory For Trailer Structures, 0126201059, 026201059, fmaloufi@hotmail.com
3403,ABDULLAH MOHAMED AL SAADI INDUSTRY, 0126201059, 026201059, fmaloufi@hotmail.com
3404,Abdullah Mohammed Al Ghamdi Block Factory, 0177251845, 077251845, rafe.3444@hotmail.com
3405,Abdullah Mohammed Al - Nimer Factory for Iron Recycling and , 0138590314, 0138590286, alnemerss@gmail.com
3408,Abdulmohsen Dawas Al Enezi Factory, 0112450152, 0112450153, dawas.athab@yahoo.com
3409,Abdulhadi Abed Rabbo Bafqir & Partners, 0126081907, 026081907, abdulhadibafakir@hotmail.com
3410,Abdul Wahab Fahad Al Hazmi Artificial Stone Factory, 0165333998, 065333998, afahh@hotmail.com
3411,Abdo Zayed Ali Al Shamairi Metal Industries Factory, 0126204915, 026204915, alriyadh_consultant@yahoo.com
3412,Electrical Transmitting Factory for Electrical Panels , 0138128691, 0138128693, aym_you2000@yahoo.com
3413,Ateeq Ahmed Qureshi Wooden Flooring Factory , 0126272233, 026272233, alnoob2@gmail.com
3414,Wonders Factory for Corn Products and French Fries, 0125221888, 025221888, agib-foods@hotmail.com
3415,Adnan Ahmed Atwa & Partners Co., 0125213039, 025213039, atwahgroup@yahool.com
3416,Adnan Shridi Sweets & Chocolate Factory, 0126287674, 026287674, ajiad-choco@hotmail.com
3417,Adnan Atwah Aluminum Fittings Factory, 0126364852, 0126364852, atwahfact@yahoo.com
3421,Factory for food industries and packaging , 0148401246, 0148406669, personnel@azbah.com
3422,Aseq Plastic Factory, 0112727273, 0112820330, assc.factory@hotmail.com
3423,Honey Factory, 0148316074, 048316074, alshefaain@gmail.com
3424,Essam Mohammed Khairi Qabbani Plastic & Insulation Factory, 0138471315, 0138471213, nabeel.alhian@ikkgroup.com
3425,Ali Saeed Al Marbai Plastic Factory, 0126081109, 026081109, saleh@almarbae.com
3430,Ali Saleh Al Rashed Fiberglass Factory, 0135361094, 0135361094, r.ashed@hotmail.com
3431,Ali Mohammed Al Jilani Paper & Aluminum Factory, 0126379792, 026379792, jilaniplastic@yahoo.com
3432,Ali Mohamed Al Qahtani Factory For Industrial Equipment Spare Parts, 0138655690, 0138951052, alimalk_2021@hotmail.com
3433,Ali Mohammed Al Masoudi Factory & Partner For Ready Made Garments, 0138998020, 0138943804, almsode@yahoo.com
3434,Ali Maqbool Al Amri Fiberglass Products Factory , 0126240398, 026240398, bassam615@hotmail.com
3435,Emad Abdulrahman Hamza Serifi Factory for Electrical Distribution Boards, 0148235121, 048235121, gulf.tepco@tepcoegypt.com
3436,Deep factory for lanterns columns and galvanizing, 0114984587, 0114982383, omega@omega-abahsain.com
3439,Awad Bannaim plant for brake oil and distilled water , 0112652908, 0112652870, rawy@banaeem.com
3440,Ghali Moadi El Sobaei Factory For Marble Granite & Stone, 0138200400, 0138200400, ghali@saf.com
3441,Ghanem Al - Ghanim Factory For Cotton & Polyester, 0135333426, 035333426, alghanim2006@yahoo.com
3442,Ghadaf factory for machine tools, 0144219733, 0114911049, MZBlawi@se.com.sa
3443,Consumer food factory for food packaging, 0138503256, 0138565772, alghannamga@aggcom.net
3445,FOOD FACTORY FOR FOOD PRODUCTS, 0114996777, 0114996732, y.alshonaifi@ghehaa.com
3446,Sifting plant for building materials, 0126354781, 026354781, alriyadh_consultant@yahoo.com
3447,Ghassan Mohammed Al Majid Factory For Industrial Sponge, 0138346767, 0138333431, ghmm@uf.com.sa
3449,Gholam Hussein Kaka & Co. For Biscuit & Food Packaging Industry, 0148408790, 048408790, info@kaka-co.com
3450,FABCO PLASTIC FACTORY FOR ITS AUTHOR / SALAM AHMED BLHAMMER, 0138469000, 0138122248, harbi@salembhalhamer.com
3451,FABCO PLASTIC FACTORY FOR ITS AUTHOR / SALAM AHMED BLAHMER, 0138469000, 0138122248, harbi@salembhalhamer.com
3453,Faden Wood Products Factory, 0112651762, 0112651672, fadenwood@yahoo.com
3455,Farco Confectionery Factory, 0112651052, 0112651053, farcofactory@hotmail.com
3457,Fava Packaging Industries Factory, 0138122105, 0138122106, hussain.alnasser@salmangroup.com
3459,FAAL FOOD INDUSTRIES FACTORY, 0126353627, 0126353685, info@alwedyan.com
3460,Tara Dental Brushes Factory, 0138471307, 0138471307, adamzayani@hotmail.com
3461,ZOLTIC INTERNATIONAL BRANCH FACTORY LTD , 0126084447, 0126082227, fared.khan@zulltec.com
3464,Farida Salem Baqees Factory, 0126310862, 026310862, hbalkhair@gmail.com
3465,Silver Factory Awadallah Al Ahmadi Aluminum, 0148266828, 048266828, abo_saif2001@hotmail.com
3466,Fakeeh Fodder Factory, 0126361559, 0126361559, Dr.emad@fakiehgroup.net
3468,Fakeeh Plastic Factory , 0126080078, 0126376182, yfakeeh@yahoo.com
3469,Fakra Plastic Factory, 0126654719, 026654719, bassemlatifi@hotmail.com
3470,Fannoun Factory For Fiberglass Products  , 0138123400, 0138123220, saeed@technogroupme.com
3473,Fonoun Factory For Metal Products, 0138123400, 0138123220, saeed@technogroupme.com
3474,Fahad Shaher Al Enezi Block Factory, 0115484251, 015484251, afahad995@hotmail.com
3475,Fahad A. Al Amoudi Plastic Products Factory, 0138436448, 038436448, fahd_fahd267@yahoo.com
3476,Fahad Muqeem Al Qahtani Factory For Bitumen Mixings, 0135922529, 035922529, mugaem2003@hotmail.com
3478,Fahad Muqeem Al Qahtani Chemical Industries Factory, 0135927793, 035927793, mugaem2003@hotmail.com
3479,Fouad Factory for wood platforms, 0126352739, 026352739, FOUEDFACTORY@HOTMAIL.COM
3480,Faisal Factory For Marble & Granite, 0148379083, 048379083, fjraza@hotmail.com
3481,Kadry Plastic Bags Factory, 0126080596, 026080596, qadriplastic@hotmail.com
3482,Dammam Dome Plastic Factory, 0138121992, 0138121510, dome@domeplast.net
3484,Qadaah Ali Al Shibli Ready Made Garments Factory, 0172505050, 0172500000, g_shbli132@hotmail.com
3485,Gulf Palace Factory - Asdco Fertilizer , 0112650972, 0112650994, Fert@asdcofert.com
3486,Al Olayan Palace for Aluminum Kitchens, 0138176725, 0138176725, mohamad@alolayankitchens.com
3488,Al - Jazeerah Factory for polyethylene tanks, 0172280953, 072280953, Soruhy@yahoo.com
3489,Metal Castle Factory Limited, 0144213217, 044213217, avogadru@hotmail.com
3490,Al Qudher Plastic Factory, 0172382333, 0172572331, jumbo-2007@hotmail.com
3491,Topaz Ice Cream Factory, 0112651420, 0112651422, mgr@kanolli.com
3492,Kamel Mohamed Ezzat Odeh Factory For Packing & Packing Foodstuff, 0172385000, 0172384000, albustan.fan@hotmail.com
3493,Crown Jeddah Factory for Beverage Boxes, 0126361750, 0126362341, nazih.saadi@eur.crowncork.com
3495,Crawford Automatic Doors Factory, 0112652225, 0112652226, door@crawforddoor.com.sa
3496,Karim Said Al - Ajou Factory for Iron and Aluminum Products, 0126675289, 026675289, karimalajou@gmail.com
3497,Karim Factory for Food Industries, 0138473444, 0138472158, karim@karimfi.com
3498,Karim Factory for Food Industries, 0138473444, 0138472158, khaled@karimfi.com
3499,Riyadh Cranes Factory for workshop and manufacturing equipment, 0114985861, 0114468312, ambse@shabakah.net.sa
3500,All safety factory for manufacturing lifting equipment, 0138931415, 00138931415 # 111, admin@almirmah.com
3501,All protection factory for plastic medical supplies, 0112932030, 0114621859, abdullahwaves@hotmail.com
3502,Canar East Plastic Products Factory, 0114984323, 0114980395, azizbeirutal@yahoo.com
3503,Canary Factory for Chemical Detergents and Detergents , 0138126820, 0138126850, omar.200900@yahoo.com
3504,Kanaan Glass Factory, 0126552177, 026552177, husain_810@hotmail.com
3505,Kanaan Nazal Al Shammari Fodder Factory, 0126526514, 026526514, kan_kan2008@hotmail.com
3506,Creativity Factory for decoration and modern furniture , 0112653515, 0112653508, beauty201474@yahoo.com
3507,Kub Star Factory for packing and packing sugar, 0138580204, 0138814463, almanastar@hotmail.com
3508,Cool Factory For Metal Products, 0114237315, 0114236341, gm@alrajhiindustrial.com
3509,KSB Pumping Factory, 0112652081, 0112651972, badr-alobaid@ksbarabia.com
3511,Qayan Modern Factory for Block Production, 0115442658, 0111548557, alsary2005@hotmail.com
3512,City Cable Factory, 0148415409, 048415409, info@madinacables.com
3513,Oilfield Chemicals & Production Factory, 0138812229, 0138812225, jf@uitc.com.sa
3514,Building Materials Chemicals Factory, 0138471450, 0138471575, moussa@cmci-sa.com
3516,Building Materials Chemicals Factory, 0126743035, 026743035, ali@cmci-sa.com
3517,LPSI FASHION FASHION FACTORY, 0126080899, 026081005, fnoonalmoda@gmail.com
3518,Leqak Light Food Factory, 0122562149, 0122562149, accountsppsa@permapipe.com
3519,Lamar Wood Industries Factory, 0112656555, 0112655454, lamar@alfanar.com
3521,Lamasat Najd Stone & Marble Factory, 0114984529, 0114984537, smei16@hotmail.com
3522,COLOR FACTORY FOR COLORS, 0163220123, 063220123, sight@awalnet.net.sa
3524,Pearl Najd Gulf Factory, 0144286190, 044286190, ahmadalharthy@hotmail.com
3525,Liat Al Ayed Factory, 0114982250, 0114982246, info@ayed-sa.com
3526,Lian Oriental Food Factory, 0138052314, 0138052312, azizaza@hotmail.com
3527,Maged Abdul Aziz Al Mughair Plastic Products Factory, 0148220103, 048220103, mam70000@hotmail.com
3528,Mazen Abd El Salam New Factory for manufacturing safety equipment, 0126815676, 026815676, safco2000@hotmail.com
3529,MASA AL ARABIA FOR THE PRODUCTION OF ALUMINUM SHEETS, 0126362020, 026362020, Arabianmasa@hotmail.com
3530,Masal Factory For Wood & Metal Products, 0112650527, 0112650467, masalfactory@yahoo.com
3531,East Diamond Jewelery Mills Factory, 0126380681, 026380681, masat@icc.net.sa
3535,Mac Water Factory, 0135942211, 035942211, mac4water@gmail.com
3536,MAAN MAHAMMED ZAFER AL - TOHAMI ALUMINUM FACTORY, 0172238378, 072238378, amri_est@yahoo.com
3537,Maher Mansour Factory Dar House for the manufacture of advertising materials, 0126091244, 026091244, maher@groupmmd.com
3538,MTS Sweets Factory, 0125221888, 025221888, math_sweets@hotmail.com
3539,MTS Sweets Factory, 0125221999, 0125221888, match_sweets@hotmail.com
3540,MTSH Bottled Water Factory, 0125221888, 025221888, match-sweets@hotmail.com
3541,Magdy Ahmed Ibrahim El Metwally Factory, 0126369177, 026369177, bd@msb.com.sa
3542,Al Jaz Group For Houseware, 0112650142, 0112653036, info@aljazzgroup.com
3543,Al Jeraisy Group for Card Technology, 0112650098, 0112652129, hhoufy@jeraisy.com
3544,Mohammed Abu Bakr Al Jilani Plastic Factory, 0126379792, 026379792, JILALIBLASTIC@YAHOO.COM
3545,Mohammed Ahmed Al - Hajwah Cables Factory, 0144260417, 0144260417, alkabany_mahmoud@hotmail.com
3546,Mohammed Abu Bakr Al Amoudi Factory For Exhaust Systems, 0114463001, 0114461947, amoudi_2@hotmail.com
3547,Mohammed Ahmed Abdullah Al - Hijwah Cables Factory, 0144218444, 044218444, aboo5995@gmail.com
3548,Mohamed Badr El Din Youssef Factory For Packaging & Packaging, 0148229684, 048229684, mby560@hotmail.com
3549,Mohammed Bashir Khoja Plastic Products Factory, 0126369484, 026369484, ahmad_khoja@hotmail.com
3550,Mohammed Bin Muayadh Al - Masalat Factory for Refrigerators and Coolers, 0172220606, 072220606, mmsmm@hotmail.com
3551,Mohammed Jawad Bukhsen For Air Condition Parts & Spare Parts Factory, 0135371159, 035371159, acs@mjb.com.sa
3552,Mohammed Hassan Al Hajili Factory for Coal and Heating Molds, 0148228279, 048228279, hejailmh@gmail.com
3553,Mohammed Hussein Al - Arini Marble & Granite Factory, 0138234593, 0138234683, nageezen@yahoo.com
3554,Mohamed Zaher Fiteh Fiberglass Factory, 0126676944, 026676944, khaliderth99@gmail.com
3555,Mohammed Saeed Taleb & Co. For Swimming Tools, 0114554000, 0112251029, mohammedbintalibco@hotmail.com
3556,Mohamed Salama Plastic Industries Factory, 0148402917, 048402917, arabmold@hotmail.com
3557,Mohammed Saleh Al Salama Factory for Hangars & Metal Formation, 0165664555, 065664555, vip2300@hotmail.com
3558,Mohammed Saleh Al Sahli Plastic Industries Factory, 0135340538, 035340538, genral911@hotmail.com
3559,Mohammed Saleh Al Othaim Plastic Factory, 0163618166, 063618166, othim-factoy@yahoo.com
3560,Mohammed Saleh Al Othaim Plastic Factory, 0162434365, 0163618166, othim-factory@yahoo.com
3561,Mohamed Abdel Hameed Abunda Factory For Stone & Marble Machines, 0112322669, 0112416356, abunadafactory@hotmail.com
3563,Mohammed Abdul - Aziz Al - Mudaheesh Steel Smelting Factory, 0114593333, 0114581554, naparis44@yahoo.com
3564,Mohammed Abdul Aziz Mohammed Al - Muhailab Factory for Oil Refining, 0144822574, 044822574, qv37@hotmail.com
3565,Mohammed Abdulrahman Al Kaff Detergents & Car Lubricants Factory, 0126493188, 026493188, maalkaf@jmail.com
3566,Mohammed Abdulrahman Bin Ziyad Factory For Molds Of Salt And Forage Products / Dammam Branch, 0114861396, 0114861396, binziad_vet@hotmail.com
3567,Mohammed Abdul Madeesh Steel Rolling Mill Factory, 0114593333, 0114581554, naparis44@yahoo.com
3568,Mohammed Abdul Aziz Al - Mudaheesh Steel Factory, 0114593333, 0114581554, theblusky@hotmail.com
3569,Mohamed Abdul Aziz Al Amer Glass Factory, 0172381199, 0172380339, afg727@hotmail.com
3570,Mohammed Abdullah Al - Okdah Materials Production Factory , 0125215061, 0125215062, info@jordina.org
3571,Mohammed Abdullah Al Ali Al Bassam Castings Factory, 0138824568, 0138824568, mb@albassamcorp.com
3572,Mohammed Abdullah Al Kabir Light Food Manufacturing Factory, 0163220019, 063220019, mohd@kobeir.com
3574,Mohammed Abdullah Reda Packing Materials Factory , 0125205856, 025205856, mwreda@hotmail.com
3575,Mohammed Abdo Al - Sahedi Block Factory, 0112487848, 0112487828, al-sahdi@hotmail.com
3576,Mohammed Obeid Jumaa Al Kaabi Manufacturing & Painting Factory , 0138123449, 0138123449, ibrahim@kaabi.com
3577,Mohamed Azzam Barghouth Ceramic Factory, 0112917855, 0112913597, ultralight.est@gmail.com
3578,Mohamed Aly Factory For Sponge, 0172206043, 072206043, Basamir380@gmail.com
3579,Mohamed Mtrouk Al - Mansour Factory for Cement Products, 0148250173, 048250173, mohammed@acbcsaudia.com
3580,Mohamed Manaf Abdel Sattar Ibrahim Factory For Polyester Tents & Headrests, 0126379965, 026379965, saadmunaf7@hotmail.com
3581,Mohammed Naji Al Hajjaj Chemical Factory, 0138285355, 038285355, noor.factory@hotmail.com
3582,Mahmoud Ahmed Al - Abdullah Factory for Iron Production, 0112433583, 0138128019, abd@mahmoudsteel.com
3585,Mahmoud Ahmed Atta Metal Products Factory, 0126596013, 026596013, sales@ma-fab.com
3586,Mahmoud Saeed Factory for making beverage cans and covers, 0126379093, 026379093, shawgi@mscc.com.sa
